Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Month_Year
457,US-2015-110674,2015-02-12,18/02/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521.0,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2015-02
541,CA-2015-140795,2015-02-01,03/02/2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302.0,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,2015-02
850,CA-2015-107755,2015-02-07,12/02/2015,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036.0,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,2015-02
1333,CA-2015-122567,2015-02-16,21/02/2015,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2015-02
1334,CA-2015-122567,2015-02-16,21/02/2015,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,2015-02
1518,CA-2015-111059,2015-02-03,06/02/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2015-02
1519,CA-2015-111059,2015-02-03,06/02/2015,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,2015-02
1544,CA-2015-107181,2015-02-04,08/02/2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024.0,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,2015-02
1545,CA-2015-107181,2015-02-04,08/02/2015,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024.0,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,2015-02
1704,CA-2015-139857,2015-02-02,06/02/2015,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037.0,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,2015-02
1998,CA-2015-131905,2015-02-06,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,2015-02
1999,CA-2015-131905,2015-02-06,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,2015-02
2000,CA-2015-131905,2015-02-06,09/02/2015,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320.0,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,2015-02
2883,CA-2015-165540,2015-02-21,25/02/2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098.0,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,2015-02
4521,CA-2015-109491,2015-02-20,26/02/2015,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374.0,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,2015-02
4522,CA-2015-109491,2015-02-20,26/02/2015,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374.0,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,2015-02
5467,CA-2015-107706,2015-02-14,19/02/2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,2015-02
5512,US-2015-137680,2015-02-24,02/03/2015,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504.0,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,2015-02
5513,US-2015-137680,2015-02-24,02/03/2015,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504.0,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,2015-02
5631,CA-2015-127614,2015-02-11,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,2015-02
5632,CA-2015-127614,2015-02-11,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,2015-02
5633,CA-2015-127614,2015-02-11,15/02/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320.0,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2015-02
6082,US-2015-165589,2015-02-18,18/02/2015,Same Day,TB-21595,Troy Blackwell,Consumer,United States,Lubbock,Texas,79424.0,Central,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2015-02
6530,CA-2015-103744,2015-02-23,27/02/2015,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907.0,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,6.936,2015-02
6531,CA-2015-103744,2015-02-23,27/02/2015,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907.0,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,2015-02
7438,CA-2015-165568,2015-02-15,19/02/2015,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,2015-02
7611,CA-2015-133354,2015-02-22,24/02/2015,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553.0,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,2015-02
8223,CA-2015-152905,2015-02-18,24/02/2015,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017.0,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2015-02
8504,CA-2015-164903,2015-02-20,24/02/2015,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049.0,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2015-02
8585,CA-2015-104808,2015-02-04,08/02/2015,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025.0,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2015-02
8736,US-2015-169390,2015-02-07,10/02/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024.0,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,2015-02
8981,CA-2015-108182,2015-02-06,10/02/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441.0,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,2015-02
